video_id,segment_id,sentence,predicted_label,review_reason
#NAME?,2,add some cumin chili powder paprika worcestershire sauce dry mustard tomato paste and simmer the mixture,Season,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
#NAME?,3,add some apple cider vinegar to the pot,Idle,Margin below manual review threshold.
#NAME?,4,simmer the hotdogs,Cook-Heat,Margin below manual review threshold.
10dZTHlkb8w,5,add basil to the bread slices,Cut,Prediction is not clearly separated enough for normal use.
10dZTHlkb8w,7,top the sandwiches with bread,Plate,Prediction is not clearly separated enough for normal use.
10dZTHlkb8w,8,cook the sandwiches on the grill,Plate,Margin below manual review threshold.
qAoqhmjk3iY,4,cut hot dogs in halves and coat them with the flour,Cut,Margin below manual review threshold.
ANjn5Nrbw-c,1,grate carrot onions and garlic cloves and cut the potatoes,Cut,Margin below manual review threshold.
ANjn5Nrbw-c,9,remove the gravy from heat and pour it into a baking dish,Cook-Heat,Low margin and multiple action groups detected: Prep|Cook-Heat|Bake
ANjn5Nrbw-c,11,add the potatoes parmesan salt pepper and egg yolks to a bowl and mash all the ingredients,Season,Margin below manual review threshold.
lMNneVHjxk8,1,marinate the pork with the sauce,Idle,Margin below manual review threshold.
lMNneVHjxk8,2,roast the pork and drain them,Prep,Low margin and multiple action groups detected: Prep|Bake
lMNneVHjxk8,8,stir fry them well and serve,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat|Plate
pUmjiLjhxgc,1,cut 4 pita bread into quarter sized pieces and lay them on the baking tray over baking sheet,Bake,Moderate-low margin with connector and multiple action groups detected: Cut|Bake
pUmjiLjhxgc,7,cut cucumber length wise in half remove seeds and cut into small pieces and add them with chopped green onions,Cut,Moderate-low margin with connector and multiple action groups detected: Prep|Cut
pUmjiLjhxgc,11,take dressing give good stir add half quantity to vegetables toss them and add salt and pepper if needed,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
SKRTpHStvT8,0,boil shrimp in a pot and drain when finished,Cook-Heat,Low margin and multiple action groups detected: Prep|Cook-Heat
SKRTpHStvT8,1,cut a cucumber into thin pieces and remove the seeds,Cut,Low margin and multiple action groups detected: Prep|Cut
SKRTpHStvT8,4,mix hoisin sauce water and peanut butter in a pot,Mix,Prediction is not clearly separated enough for normal use.
WCBuVWAvJYE,1,add a cup of soaked rice,Season,Margin below manual review threshold.
WCBuVWAvJYE,2,fry the dry fruits in oil and transfer to a bowl,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
WCBuVWAvJYE,4,fry the florets and potatoes and then remove,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
WCBuVWAvJYE,5,fry the carrots and then remove the carrots,Prep,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
Y6VBdbmdjYw,1,add all of the ingredients into the pan and stir,Mix,Margin below manual review threshold.
__5RJw4UP1Y,1,add the beef parsley and bread crumbs to a bowl,Plate,Margin below manual review threshold.
__5RJw4UP1Y,2,grate parmesan into the bowl,Plate,Prediction is not clearly separated enough for normal use.
__5RJw4UP1Y,4,add more breadcrumbs,Mix,Margin below manual review threshold.
__5RJw4UP1Y,9,combine the spaghetti and meatballs in a bowl,Mix,Margin below manual review threshold.
zF3TOfktwd4,0,prepare a piece of sushi seaweed wrapper,Prep,Margin below manual review threshold.
zF3TOfktwd4,6,roll it up  sprinkle some more sesame seeds and cover with a plastic wrapper,Prep,Margin below manual review threshold.
zF3TOfktwd4,7,use a bamboo mat to press it firmly,Prep,Margin below manual review threshold.
H6acK-N2wMs,2,seal the edges,Idle,Margin below manual review threshold.
nUq_ZTqMbFI,1,grate some cheese in a bowl,Cut,Margin below manual review threshold.
lpWOv7Y3JHM,4,add red pepper flakes and grind paste into the cold flour paste,Season,Margin below manual review threshold.
838pWl1iNKk,1,add the udon noodles and boil it until it become soft,Cook-Heat,Margin below manual review threshold.
838pWl1iNKk,4,mix the noodles well and serve it,Plate,Low margin and multiple action groups detected: Mix|Plate
wJ4b37dPlgI,2,toss the parsley onion tomatoes salt pepper oil lemon juice and bulgur together,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
NWBh5-CfPHk,1,blend chickpeas and fava beans seperately without water and put it in a big bowl,Mix,Margin below manual review threshold.
cCWDR-jUv9U,4,add caraway seeds and paprika to the pot and stir,Mix,Prediction is not clearly separated enough for normal use.
k_PX3Pa5GdY,3,take off heat and transfer to a bowl to cool,Idle,Low margin and multiple action groups detected: Cook-Heat|Idle
k_PX3Pa5GdY,5,place spring roll wrapper down,Idle,Margin below manual review threshold.
k_PX3Pa5GdY,7,place filling on the wrapper,Idle,Margin below manual review threshold.
k_PX3Pa5GdY,9,fold left side of wrapper over the top and then the right side then roll,Mix,Margin below manual review threshold.
k_PX3Pa5GdY,10,bush a little bit of egg on the top and seal roll,Mix,Margin below manual review threshold.
vEiWZHn2OiE,2,add shredded parmesan cheese pepper and heavy cream and whisk them,Season,Low margin and multiple action groups detected: Mix|Season
vEiWZHn2OiE,3,keep some water boiling aside,Idle,Prediction is not clearly separated enough for normal use.
vEiWZHn2OiE,5,turn off the heat when the prosciutto is crispy and add the pasta to the boiling water,Cook-Heat,Margin below manual review threshold.
vEiWZHn2OiE,9,toss the mixture and add parmesan and black pepper to taste,Season,Low margin and multiple action groups detected: Mix|Season
faFpytaIzI0,2,repeat the procedure for other sushis,Idle,Margin below manual review threshold.
pvGBm2epEo0,6,add 3-4 tbsp of olive oil,Season,Margin below manual review threshold.
3cVVML1OLNM,0,roll out the dough into a thin circle,Cut,Margin below manual review threshold.
mCc1T7zOKjA,0,cook the noodles by soaking them in water,Cook-Heat,Prediction is not clearly separated enough for normal use.
mCc1T7zOKjA,4,add some scallions cilantro leaves beansprouts almonds and sesame seeds to garnish,Season,Margin below manual review threshold.
U10oixMc9_k,3,slice bread into pieces and place onto a baking tray,Bake,Low margin and multiple action groups detected: Cut|Bake
U10oixMc9_k,9,top with dressing and parmesan cheese,Plate,Margin below manual review threshold.
zFKhct4g8as,3,combine chopped potatoes and 4 cans of clam in a large pot and boil the mixture in a pot,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
zFKhct4g8as,4,cook the sauce to make it thick,Cook-Heat,Margin below manual review threshold.
zFKhct4g8as,5,add some more milk to the sauce,Idle,Prediction is not clearly separated enough for normal use.
rP7dlRovAzo,2,add rice wine vinega soy sauce and sugar mix and simmer,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
5SMOBHTBPjA,6,mash the potatoes,Prep,Margin below manual review threshold.
5SMOBHTBPjA,10,place the filling in the center and fold the dosa on both sides,Idle,Margin below manual review threshold.
TyR6QO1pVCo,2,add frozen peas pork pepper and soy sauce to the pan and stir,Cook-Heat,Low margin and multiple action groups detected: Mix|Season
Ba2xxUXJ90w,7,fry the onion and garlic,Cook-Heat,Margin below manual review threshold.
Ba2xxUXJ90w,9,whisk the eggs,Mix,Margin below manual review threshold.
Ba2xxUXJ90w,10,add the pasta to the pan,Plate,Margin below manual review threshold.
Ba2xxUXJ90w,12,add the bacon to the pasta and toss,Mix,Margin below manual review threshold.
QUV_oA9DrGw,6,add pasta to a pan,Plate,Prediction is not clearly separated enough for normal use.
QUV_oA9DrGw,7,pour the sauce on the pasta,Plate,Prediction is not clearly separated enough for normal use.
lFdRibsuiRk,5,add basil to the soup,Plate,Margin below manual review threshold.
wW_kszdGIJw,0,chop vegetables,Cut,Margin below manual review threshold.
wW_kszdGIJw,8,transfer everything onto a platter and garnish,Plate,Prediction is not clearly separated enough for normal use.
x3if1znl5Fg,4,add sugar to the cabbage,Prep,Margin below manual review threshold.
x3if1znl5Fg,5,add red pepper and mix,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
m3kFrdCHitg,0,add carrots radishes sugar salt to a vinegar to a bowl,Prep,Margin below manual review threshold.
m3kFrdCHitg,4,place lettuce onions chicken jalapenos basil on top of the bread,Prep,Margin below manual review threshold.
a-rB3f8lqEg,0,mix the cornstarch and chicken stock,Mix,Margin below manual review threshold.
a-rB3f8lqEg,5,add soy sauce black bean garlic saucen and chili sauce to the pan,Season,Margin below manual review threshold.
#NAME?,8,add cooking wine to the marinade,Idle,Margin below manual review threshold.
#NAME?,9,pour the marinade over the meat,Idle,Margin below manual review threshold.
#NAME?,12,add green onions sesame oil and corn syrup to the pot,Mix,Margin below manual review threshold.
b34VwqSkRE0,5,place the filling in the center of the wrapper,Idle,Margin below manual review threshold.
b34VwqSkRE0,6,moisten the edge of the wrapper,Prep,Margin below manual review threshold.
JAF3Bpy-AsY,0,wash the blood off the ribs,Cut,Margin below manual review threshold.
JAF3Bpy-AsY,5,mix the puree sesame oil salt and sauce together,Season,Low margin and multiple action groups detected: Mix|Season
JAF3Bpy-AsY,7,place the ribs on the grill,Bake,Margin below manual review threshold.
1BgVCXxPjIc,7,grate some cheese on the dosa fold the dosa and garnish with some cheese,Cut,Low margin and multiple action groups detected: Cut|Mix|Plate
HF49t8uVJOE,0,crack a egg into a pot and whisk,Mix,Low margin and multiple action groups detected: Prep|Mix
HF49t8uVJOE,2,add ice cold water to the pot and stir,Mix,Margin below manual review threshold.
HF49t8uVJOE,3,add the shrimp to the pot,Plate,Margin below manual review threshold.
NwiypvZAymk,8,add 500gms of chicken breast cubes to the prepared sauce,Cook-Heat,Margin below manual review threshold.
NwiypvZAymk,12,cover it and cook for 5 minutes more and garnish with coriander leaves,Season,Low margin and multiple action groups detected: Cook-Heat|Plate
9vs5PjAzc4c,0,spread the rice on the nori and sprinkle seseame seeds on top,Prep,Margin below manual review threshold.
9vs5PjAzc4c,1,flip the nori over,Idle,Top1 score below manual review threshold.
9vs5PjAzc4c,4,roll up,Idle,Prediction is not clearly separated enough for normal use.
tasuUgO6m3c,1,make some cuts in the lamb leg and put garlic cloves and ginger slices in them,Cut,Prediction is not clearly separated enough for normal use.
tasuUgO6m3c,3,add bay leaves diced carrot onion tomato potato green chilli and pepper and garlic to a baking tray,Plate,Low margin and multiple action groups detected: Bake|Season
r-s3tFLCqxM,0,take a bowl and crack your eggs into it and whisk them up add cheese and season it with some pepper and whisk it all up,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix|Season
r-s3tFLCqxM,3,add pasta to the bacon with a little water and stir it,Mix,Margin below manual review threshold.
LnlYlMuX1Cc,1,put some chopped cauliflower and onion and saute until the onion is brown and translucent,Mix,Margin below manual review threshold.
LnlYlMuX1Cc,6,add turkey bacon to the mixture,Cook-Heat,Margin below manual review threshold.
fpPQcbr5VC0,2,arrange the tuna slices along with the seaweed and sprinkle some sesame seeds over it,Cut,Low margin and multiple action groups detected: Season|Plate
fpPQcbr5VC0,5,wrap everything in the seaweed dip in soy sauce and relish,Mix,Margin below manual review threshold.
Fp_d1SlbG_0,10,roll the hot dogs in the water,Cook-Heat,Margin below manual review threshold.
3S1tnRkJ5OI,3,fry the beef pieces in a pan and add salt and pepper,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
3S1tnRkJ5OI,4,fry mushrooms on a pan and add onions salt and pepper,Season,Low margin and multiple action groups detected: Cook-Heat|Season
6Mi3xrBF1sY,1,add some cheddar and mozzarella cheeses to the pot,Cook-Heat,Margin below manual review threshold.
o2H6KyYNy3s,3,roll out the dough,Mix,Margin below manual review threshold.
o2H6KyYNy3s,4,cut circles into the dough and place them on a pan,Mix,Margin below manual review threshold.
o2H6KyYNy3s,8,drop the pierogis in a pot of boiling water,Cook-Heat,Margin below manual review threshold.
o2H6KyYNy3s,9,transfer pierogis to a plate,Plate,Prediction is not clearly separated enough for normal use.
o2H6KyYNy3s,11,garnish with onions and parsley,Season,Margin below manual review threshold.
zgfwA7qt0lg,3,add the beets to the cabbage,Cut,Margin below manual review threshold.
zgfwA7qt0lg,4,add the juniper berries and mix,Mix,Margin below manual review threshold.
zgfwA7qt0lg,5,press the sauerkraut into a jar,Prep,Margin below manual review threshold.
8X2wDyjl6T8,0,take out salmon from package,Prep,Margin below manual review threshold.
Xp2HNiLabRI,5,sprinkle salt on the tomato slices and lay some spinach leaves on top that,Season,Margin below manual review threshold.
Xp2HNiLabRI,6,put the bread together and press down,Idle,Prediction is not clearly separated enough for normal use.
OEfzgobszUA,0,take 2 peppers and 1 green bell pepper take out the seeds and cut it into half,Cut,Low margin and multiple action groups detected: Cut|Season
OEfzgobszUA,2,when it is done take out and cover them up and let them steam in its heat for 15 mins,Cook-Heat,Margin below manual review threshold.
